;Nama_umkm;Sektor_usaha;Sektor_umkm;Kabupaten;Kecamatan;Desa;Jenis_usaha;Omset;Aset;Cluster
212;Jauhari;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;26000;10000;0
213;M.Junet;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;25500;10000;0
214;Jafar Z Z;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;25000;10000;0
215;Cutti;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Sayur;6000;2000;0
216;Ali;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Sayur;7000;2000;0
217;Zulkifli;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;30000;11000;0
218;Muslim;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Alat Dapur;29000;14000;0
219;Mahdi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;31000;12000;0
220;H.Hayat NG;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Mie;9000;3000;0
221;Zainuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;28000;10000;0
222;Sarong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Tempe;7000;2000;0
223;Zailani;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;29000;11000;0
224;Lukman;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;32000;13000;0
225;Ismail;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Kukur Kelapa;8000;3000;0
226;Arifin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;34000;15000;0
227;Itam Sarong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Kopi;17000;6000;0
228;Tajuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;30000;14000;0
229;Muhammad;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;34000;15000;0
230;syridi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;30000;12000;0
231;faisal;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Mie;11000;4000;0
232;Iswandi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;35000;15000;0
233;Zakaria;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Sarung Bantal;37000;17000;0
234;Abdullah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Kukur Kelapa;7000;3000;0
235;Zainuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;34000;15000;0
236;Jamaluddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;33000;14000;0
237;faridan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Ayam Potong;12000;6000;0
238;Suhartati;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Kukur Kelapa;9000;3000;0
239;sayuti;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Ayam Potong;13000;5000;0
240;Ridwan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Ayam Potong;14000;5000;0
241;Ibrahim;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Ayam Potong;15000;5000;0
242;Rusliadi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Ayam Potong;15000;5000;0
243;M.Yusuf;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Kukur Kelapa;8000;3000;0
244;Muslim;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Kukur Kelapa;9000;3000;0
245;J.Manalu;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Buah-Buahan;30000;15000;0
246;Abubakar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13500;5000;0
247;Razali;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13000;5000;0
248;M.Isa;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;14000;5000;0
249;Faisal;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;15000;5000;0
250;sabi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13500;5000;0
251;M.amin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;14000;5000;0
252;Syarifuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;15000;5000;0
253;M.Daud;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;15500;5000;0
254;Ismail;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;15500;5000;0
255;Asnawi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;16000;5500;0
256;Kamaruddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;16000;5500;0
257;Adi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;16000;5500;0
258;Zulkifli;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;16000;5500;0
259;M.Husen;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;16000;5500;0
260;Jafar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Daging;45000;20000;0
261;Julfan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Daging;50000;20000;0
262;Hamdan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Daging;53000;20000;0
263;M.Junet;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Daging;54000;20000;0
264;jamaluddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;12000;5000;0
265;Herman;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13000;5000;0
266;Hasanuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13500;5000;0
267;Ibrahim;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13500;5000;0
268;Hasballah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;14000;5000;0
269;Nurdin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;14000;5000;0
270;Mukhsan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;14000;5000;0
271;Asmuha;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13000;5000;0
272;Subhan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13000;5000;0
273;Jailani;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13000;5000;0
274;Salahuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Jual Ikan;13500;5000;0
275;Hadijah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Sayur;7000;2000;0
276;M.Rizal;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Sayur;7000;2000;0
277;Muhifuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Alat Dapur;8000;4000;0
278;Saifuddin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Pakaian Jadi;25000;50000;0
279;Maimunah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Rempah-Rempah;25000;60000;0
280;Azhari;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Gampong Baru;Jual Ayam;16000;5000;0
281;Suharni;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Bakti No. 35 Neusu Aceh;Kios;7000;10000;0
282;TM. Salami/Ismail;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Hasan Saleh Neusu Jaya;Dagang Sayur;5000;10000;0
283;Klp. Warung Blower;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Singgah Mata Gp. Suka Damai;Jualan Makanan Jadi;12000;35000;0
284;Lontong Salmi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hasan Saleh No. 2 Lr. Karya Gp. Neusu Jaya;Lontong Pecal;5000;36000;0
285;Toko Baru;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hasan Saleh Gp. Neusu Aceh;Sepatu dan Tas;40000;72000;2
286;Sepatu Bitan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hasan Saleh Gp. Neusu Jaya;Sepatu dan Tas;35000;56000;0
287;Batavia Shoes;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hasan Saleh  Gp. Neusu Aceh;Sepatu dan Sandal;30000;144000;2
288;Nasrud Galery;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hasan Saleh No. 90-B Gp. Neusu Aceh;Tas dan Assesories;40000;216000;2
289;Tuha Muda;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hasan Saleh No. 13 Gp. Neusu Aceh;Sepatu dan Sandal;40000;360000;1
290;Warung Kopi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Nyak Adam Kamil II Gp. Peuniti;Warung Kopi;20000;72000;2
291;Rangkang;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Makam Pahlawan Gp. Ateuk Munjeng;Makanan dan Juice;30000;180000;2
292;Grace Kupi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Nyak Adam Kamil II Gp. Ateuk Munjeng;Warung Kopi;35000;180000;2
293;Mount Seulawah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Tgk. Sulaiman Daud No. 60 Gp. Peuniti;Air isi ulang;40000;29000;0
294;Jambo Bu Rahul;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Tgk. Suleiman Daud No. 16  Gp. Peuniti;Nasi;35000;70000;2
295;Sate Padang agustiar amir;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hasan Saleh No. 2 Gp. Neusu Aceh;Sate Padang;40000;288000;2
296;Kuala Muda;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Dipenogoro  Gp. Baru;Warung Kopi dan Mie Goreng;25000;80000;2
297;Anwar Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;T. Ajalil No. 63 Gp. Baru;Kelontong;40000;55000;0
298;Saki / Sakia;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Tandi No. 5 Gp. Ateuk Munjeng;Kelontong;40000;107000;2
299;Aquad Drow / Asnawi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Gp. Neusu Aceh;Air Isi Ulang;40000;155000;2
300;Adam Tuah Riski / Rahmaniar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Gp. Neusu Aceh;Kelontong;20000;102000;2
301;Bina Muda / H. Anwar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Gp. Baru Lr. Salak;Menjual Ayam Potong;40000;155000;2
302;Bakso Bakar / Desi Anggaraini;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Baperis No. 4 Gp. Peuniti;Warung Kopi;30000;36000;0
303;Permata Peusangan / Dahlia;Perdagangan;Mikro;Banda Aceh;Baiturrahman;T.M. Pahlawan No. 18 Gp. Ateuk Munjeng;Kelontong;10000;100000;2
304;3 R / Chairizal;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Tandi II Gp. Neusu Aceh;Kelontong;30000;100000;2
305;BM I / M. Rasyidin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Pagi Seutui;Warung Kopi;20000;180000;2
306;BM 2 / Faridhan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Pagi Seutui;Menjual Ayam Potong;30000;500000;1
307;Nyou Hoka / Ibrahim;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Pagi Seutui;Menjual Ayam Potong;20000;300000;2
308;Tamrin / Tamrin;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Komplek Pasar Seutui;Menjual Ayam Potong;10000;200000;2
309;Ayam Segar / Ridwan Juned;Perdagangan;Mikro;Banda Aceh;Baiturrahman;T. Umar Pasar Pagi Setui No. 21;Menjual Ayam Potong;30000;72000;2
310;Ino Rizka / Mukhtar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Tandi II Gp. Ateuk Munjeng;Kelontong;30000;200000;2
311;Kedai Syahrul / Hj. Nurhayati Adji Samsu;Perdagangan;Mikro;Banda Aceh;Baiturrahman;St. Alaidin Johansyah Seulawah Gp. Neusu Aceh;Kelontong;40000;288000;2
312;Herkhan Stiker Natasyah / Edi Ridwan Syah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;St. Alaidin Johansyah Seulawah Gp. Neusu Aceh;Assesories Kereta;20000;200000;2
313;Kios Rezeki / Adnan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;T. Umar Pasar Seutui;Jualan Kelontong;30000;350000;1
314;Kedai Sp. Seulawah / Samsul Bahri;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Seulawah gp. Seutui;Jualan Kelontong;20000;120000;2
315;Kios Kacang / Hamsar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Teuku Umar Pasar Seutui;Kios Kacang;24000;18000;0
316;Kios Fajar / Faizal;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Pasar Seutui;Kelontong;20000;160000;2
317;Abubakar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Lr. Durian Gp. Baro;Kelontong;30000;15000;0
318;Masri;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Abu Syeh Saman No.1 Gp. Peuniti;Kelontong;20000;15000;0
319;Ummi Radhiah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Amaliah Gp. Peuniti;Kelontong;15000;7000;0
320;Warung Zakir;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Taman Makam Pahlawan;Warung Kopi;50000;180000;2
321;Keude Ayah Ali;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Peuniti ( Simpang 4 Ikan );Kelontong;20000;720000;1
322;Lima Saudara;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Taman Makam Pahlawan;Kelontong;30000;720000;1
323;Baruna;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Taman Makam Pahlawan;Rumah Makan;20000;72000;2
324;Bang Zainal;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Simpang 4 Pasar Ikan;Kelontong;20000;360000;1
325;Usaha Baru;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Meurax Neusu;Jualan Makan Burung / Ikan;40000;180000;2
326;Warung Nz Mangga Dua;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. T.Makam Pahlawan;Warung Kopi;20000;36000;0
327;R.M. Bastian;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. T.Makam Pahlawan;Rumah Makan;20000;36000;0
328;Toko Mega Baru;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Abu Syeh Saman;Kelontong;40000;288000;2
329;Mie Shaleli;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Mie Shaleli;Mie Goreng;50000;360000;1
330;Rm. Refitet Padang;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Sulaiman Daud;Rumah Makan;800;15000;0
331;UD. Ks;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Tandi;Kelontong;30000;72000;2
332;SBTM Toko;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Tandi III;Kelontong;15000;54000;0
333;Kedai Bang Din;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Nyak Adam Kamil;Kelontong;20000;1080000;1
334;Warkop Mahmud;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. T.Makam Pahlawan;Warung Kopi;5000;18000;0
335;Laris  Manis Konveksi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Abu Syeh Saman;Konveksi;20000;540000;1
336;Murai Kicau;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Ajun;Jualan Umpan Burung;30000;108000;2
337;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Gp. Pie;Kios Kelontong;10000;30000;0
338;Najibul;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Sulaiman Daud;Kelontong;5000;288000;2
339;Peusangan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Sulaiman Daud;Kelontong;30000;240000;2
340;Rumah Makan Keluarga;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Malikul Saleh Lhong Cut;Rumah Makan;25000;360000;1
341;Bintang Indah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;peuniti;Kelontong;50000;720000;1
342;Rumah Makan Aula ( Nasi Pecel);Perdagangan;Mikro;Banda Aceh;Baiturrahman;peuniti;Rumah Makan;30000;540000;1
343;Jasa Abang;Perdagangan;Mikro;Banda Aceh;Baiturrahman;peuniti;Kelontong;50000;360000;1
344;Mitana;Perdagangan;Mikro;Banda Aceh;Baiturrahman;peuniti;Kelontong;10000;180000;2
345;Toko Obat Bunda Farma;Perdagangan;Mikro;Banda Aceh;Baiturrahman;peuniti;Toko Obat;30000;540000;1
346;Yns;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Makam Pahlawan;Accessories;30000;18000;0
347;Tampal Ban;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Taman Makam Pahlawan;Jualan Ban;15000;36000;0
348;Seuharkato;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. T.Nyak Makam;Mini Market;40000;720000;1
349;Pertama;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Nyak Adam Kamil II;Kelontong;3500;180000;2
350;Iqbal Coffe;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Nyak Adam Kamil II;Warung Kopi;15000;54000;0
351;Warung Kopi Pojok;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Nyak Adam Kamil II;Warung;15000;9600;0
352;UD. Muttaqim;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Nyak Adam Kamil II;Kelontong;3000;18000;0
353;Warisan Kopi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Nyak Adam Kamil II;Warung Kopi;2000;72000;2
354;Ayah Gade;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Nyak Adam Kamil II;Warung Kopi;50000;720000;1
355;Siron Jaya;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Taman Makam Pahlawan;Kelontong;50000;1080000;1
356;QADRY;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Nyak Adam Kamil II;Kelontong;50000;108000;2
357;Pak Abbas;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl. Nyak Adam Kamil II;Jualan Minyak Tanah;10000;25200;0
358;Fatimah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Abu Syeh Peuniti;Jualan Nasi;10000;15000;0
359;Nurjannah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Almaliah No.18 Peuniti;Jualan Mie Caluek;3000;12000;0
360;Warkop;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Gp.Peuniti;Jualan Kopi;10000;25000;0
361;Yuslidar;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.T.Chink Distiro;Julan Nasi;5000;15000;0
362;Julan Mie Goreng;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Abu Syeh Saman No.23 Peuniti;Jualan Mie Goreng;3000;10000;0
363;Kedai Sembako;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.T.Umar Lr.Sibayak No.25;Jualan Sembako;30000;75000;2
364;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Bakti No.35 Neusu Aceh;Jualan Kelontong;5000;12000;0
365;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Bakti Lr.Rombung No.38 Neusu Aceh;Jualan Sembako;5000;12000;0
366;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Tuah Digaca;Jualan Kelontong;10000;20000;0
367;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.T.M.Pahlawan No.2;Jualan Kelontong;15000;40000;0
368;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Elang Ds.Pahlawan;Jualan Kelontong;10000;20000;0
369;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Abu Syeh Saman No.1 Peuniti;Jualan Kelontong;10000;20000;0
370;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Sultan Malikulsaleh;Jualan Kelontong;15000;30000;0
371;Ayah Len;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawa Sakti;Jualan Minyak Tanah;5000;20000;0
372;Catering Ely Rantangan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Cendrawasih;Jualan Nasi;15000;50000;0
373;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawa Sakti No.22 Peuniti;Jualan Kelontong;15000;30000;0
374;Kacang Makni;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawa Sakti No.14 Peuniti;Jualan Peyek Kacang;5000;12000;0
375;Faridah Aryani;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Amalia No.22 Peuniti;Jualan Nasi;5000;15000;0
376;Jamilah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Amalia No.27 Peuniti;Jualan Gorengan;5000;12000;0
377;Warkop Solution;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Taman Makam Pahlawan;Jualan Kopi/ Nasi;20000;50000;0
378;Novi Dahlina;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawasakti No.6A;Jualan  Kue Basah;5000;13000;0
379;Nurhasanah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Takwa Ds.Malahayati;Jualan Kue;4000;10000;0
380;Siti Ranjani;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawasakti Peuniti;Jualan Kue Basah;5000;10000;0
381;Fatima Arbi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawasakti Lr.TakwaNo.;Jualan Kue Basah;5000;11000;0
382;Nahlu;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Paatti Mura No.42 Suka Ramai;Madu;7500;12000;0
383;Mariana;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Hl.Cendrawasi No.51;Jualan Kue Kering;7398;13000;0
384;Sejahtera;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Adam No.5 Ds.Pahlawan;Kue Keripik;25000;50000;0
385;Adriani;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawasakti Ds.Malahayati;Kue;10000;12000;0
386;Lasiah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Rawasakti No.20 Gp.Peuniti;Jualan Kue Basah;11;15000;0
387;Toserba Mulia Lima;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Sia Johansyah;Toserba;6000;180000;2
388;Minuman Cappucino Cincau;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.STA.Johansyah;Jualan Makanan.Minuman;3000;54000;0
389;Toko Fahmi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.STA.Johansyah;Kelontong;10000;720000;1
390;UD.Neusu Indah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Neusu Aceh;Monter Elektronik;15000;54000;0
391;Kedai Pak Fauzan;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Tandi;Kelontong;15000;90000;2
392;Ocean Press;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Tgk Sulaiman;Parfume;60000;72000;2
393;Dua Saudara;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Tandi I;Kelontong;30000;108000;2
394;Kedai Bu Sakiah;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Tandi II;Kelontong;20000;36000;0
395;Raja Sup Aceh;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Sultan Alaidin Johansyah;Rumah Makan;25000;54000;0
396;Razi;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Seulawah;Kelontong;30000;540000;1
397;D&F Service;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Tandi 3;Jual Beli Barang Sales ser;11000;72000;2
398;Kios Kelontong;Perdagangan;Mikro;Banda Aceh;Baiturrahman;Jl.Panglima No.2 Lr.Geurute;Jualan Kelontong;10000;22000;0
399;Nawi/ Mahmuddin;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;15000;0
400;Rahmani Zainuddin;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;13000;0
401;Rusdi/ Fahrurrazi;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;4000;12000;0
402;Syamsul/ M.Muksin;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;15000;0
403;M.Zam/ M.Daud;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;4000;14000;0
404;M.Nur;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;16000;0
405;A.Bakar;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;4000;13000;0
406;Zulkifli/ Mustafa;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;14000;0
407;Rahmad/ Tg Nazar;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;12000;0
408;Rali;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;15000;0
409;Majid;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;5000;16000;0
410;M Yacob;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;4000;16000;0
411;Ishak;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;4000;15000;0
412;Aswar;Perdagangan;Mikro;Banda Aceh;Baiturahman;Jl.T.Umar Pasar Setui;Jualan Ikan;4000;12000;0
